accident_id,timestamp,latitude,longitude,severity,casualties,vehicles_involved,weather_condition,road_condition,light_condition
ACC-000981,2024-08-06T14:10:28.726207,41.89376012893567,-87.62851781317025,1,0,4,Clear,Wet,Daylight
ACC-000982,2024-01-02T20:13:42.726207,41.85137174915752,-87.74612763079446,4,3,4,Clear,Dry,Dark
ACC-000983,2024-09-18T23:55:55.726207,41.80843417962738,-87.63614279331007,3,1,4,Clear,Dry,Dark
ACC-000984,2024-02-10T23:01:58.726207,41.83311800066423,-87.70463045908788,5,3,4,Rain,Dry,Dark
ACC-000985,2025-03-17T08:44:45.726207,41.88522575402031,-87.69782001726581,3,2,4,Clear,Dry,Daylight
ACC-000986,2024-04-12T07:27:35.726207,41.90074870571129,-87.55843280726158,1,0,3,Cloudy,Dry,Daylight
ACC-000987,2024-05-16T08:52:40.726207,41.82122249651062,-87.61097443800297,3,0,3,Clear,Dry,Daylight
ACC-000988,2023-12-01T04:37:22.726207,41.86412518519011,-87.6777335278902,3,1,3,Clear,Wet,Dark
ACC-000989,2023-06-22T18:41:38.726207,41.958856325962394,-87.6266086775029,4,1,4,Clear,Wet,Daylight
ACC-000990,2024-12-25T07:24:16.726207,41.91509474317577,-87.6943956789952,3,1,3,Rain,Dry,Daylight
ACC-000991,2025-01-09T17:44:52.726207,41.82931754668409,-87.55256852334271,4,1,4,Snow,Ice,Daylight
ACC-000992,2024-04-26T12:51:37.726207,41.81960858829104,-87.59269747256779,4,1,4,Clear,Dry,Daylight
ACC-000993,2023-10-27T18:07:16.726207,41.800135231198546,-87.54008870336187,2,0,2,Snow,Unknown,Daylight
ACC-000994,2023-11-06T07:35:42.726207,41.956005345971086,-87.70767505913956,5,0,1,Cloudy,Slush,Daylight
ACC-000995,2023-09-26T13:05:59.726207,41.80700349957743,-87.6995665020071,2,1,1,Clear,Wet,Daylight
ACC-000996,2024-12-28T15:46:05.726207,41.796994549135306,-87.60966063352134,4,2,4,Rain,Dry,Daylight
ACC-000997,2025-02-05T16:35:19.726207,41.94263823159951,-87.63329007775825,3,1,2,Rain,Dry,Daylight
ACC-000998,2023-12-31T23:14:07.726207,41.827003383633745,-87.69157177820975,4,1,4,Cloudy,Ice,Dark
ACC-000999,2024-03-03T01:39:59.726207,41.949749221077845,-87.73964326644798,5,1,1,Fog,Dry,Dark
ACC-001000,2023-06-20T21:48:08.726207,41.86911510148826,-87.72952978540953,2,1,4,Unknown,Dry,Dark
ACC-001001,2024-07-28T14:19:57.726207,41.88226701155225,-87.62168781893047,5,2,2,Rain,Wet,Daylight
ACC-001002,2024-06-02T13:24:39.726207,41.89437337406165,-87.60426552865948,4,3,3,Rain,Dry,Daylight
ACC-001003,2023-05-16T14:16:24.726207,41.89306329412148,-87.63006371932124,3,2,3,Cloudy,Dry,Daylight
ACC-001004,2023-07-08T19:29:03.726207,41.80828634104751,-87.72763957455146,4,2,2,Rain,Dry,Dark
ACC-001005,2025-04-02T20:36:04.726207,41.952583467329084,-87.7450707689256,5,1,2,Clear,Wet,Dark
ACC-001006,2023-10-05T12:57:45.726207,41.93250117663797,-87.51713882208962,3,1,3,Clear,Wet,Daylight
ACC-001007,2024-02-09T07:13:00.726207,41.84366307183558,-87.7262565859069,1,0,4,Clear,Dry,Daylight
ACC-001008,2024-12-30T13:01:36.726207,41.88100545195683,-87.6319505588911,4,2,3,Clear,Wet,Daylight
ACC-001009,2024-10-25T15:26:07.726207,41.93084868503902,-87.715564339539,3,2,3,Rain,Snow,Daylight
ACC-001010,2024-02-03T22:18:56.726207,41.84135053062729,-87.70108203325074,3,1,2,Clear,Dry,Dark
ACC-001011,2023-12-02T14:12:22.726207,41.81969621253676,-87.62637979662102,2,0,3,Clear,Dry,Daylight
ACC-001012,2024-07-17T09:41:11.726207,41.847754715880484,-87.65400768840396,2,0,1,Clear,Dry,Daylight
ACC-001013,2023-12-12T15:45:26.726207,41.83283625524168,-87.63909461125562,3,2,3,Clear,Dry,Daylight
ACC-001014,2024-07-18T00:27:32.726207,41.92483697046491,-87.6550451717735,5,2,2,Cloudy,Dry,Dark
ACC-001015,2024-12-28T22:11:23.726207,41.80307107433754,-87.58390864695812,4,0,1,Clear,Wet,Dark
ACC-001016,2024-09-08T01:36:14.726207,41.80302707747443,-87.56601929115041,3,1,1,Clear,Dry,Dark
ACC-001017,2023-05-22T16:16:07.726207,41.89528538281234,-87.69594400207896,4,0,1,Clear,Dry,Daylight
ACC-001018,2024-02-15T16:52:33.726207,41.81576419432463,-87.52655430154981,5,2,1,Clear,Wet,Daylight
ACC-001019,2025-01-06T21:26:48.726207,41.88483130185816,-87.6161485214675,4,1,1,Clear,Dry,Dark
ACC-001020,2025-02-11T01:45:45.726207,41.963292358874355,-87.72980173678489,3,1,1,Clear,Dry,Dark
ACC-001021,2024-11-03T04:15:44.726207,41.89979147653426,-87.73217778385646,5,4,1,Cloudy,Dry,Dark
ACC-001022,2024-08-10T01:55:03.726207,41.86494934973326,-87.62526929821952,4,1,1,Cloudy,Dry,Dark
ACC-001023,2023-12-10T13:45:35.726207,41.899580632355786,-87.71749521325223,1,0,4,Clear,Dry,Daylight
ACC-001024,2024-09-08T07:57:54.726207,41.83415392004308,-87.53071560965105,2,1,4,Clear,Dry,Daylight
ACC-001025,2024-11-30T03:03:35.726207,41.96138244307015,-87.578354907272,4,3,1,Clear,Dry,Dark
ACC-001026,2023-08-15T22:25:13.726207,41.95477574443143,-87.7073554973897,5,2,1,Clear,Dry,Dark
ACC-001027,2023-07-15T06:26:37.726207,41.91236010983762,-87.73887640370907,3,0,2,Cloudy,Dry,Daylight
ACC-001028,2024-04-17T05:32:58.726207,41.85842492329548,-87.68997579053233,5,2,3,Clear,Dry,Dark
ACC-001029,2023-04-18T00:26:50.726207,41.87212861489685,-87.59828824965979,5,3,4,Clear,Snow,Dark
ACC-001030,2024-12-28T23:30:59.726207,41.84831873971683,-87.6221086078797,4,2,1,Fog,Dry,Dark
ACC-001031,2024-05-11T05:36:14.726207,41.90148731199492,-87.51291432461583,3,1,4,Rain,Dry,Dark
ACC-001032,2024-05-01T01:09:30.726207,41.89171277614587,-87.72781049468384,5,1,3,Cloudy,Snow,Dark
ACC-001033,2025-03-25T10:58:11.726207,41.96698922512277,-87.69157119541832,3,1,4,Rain,Dry,Daylight
ACC-001034,2023-09-23T15:05:48.726207,41.937317633396475,-87.72658325244377,4,3,2,Clear,Ice,Daylight
ACC-001035,2023-04-20T11:31:25.726207,41.81945606111662,-87.53706708595107,4,1,3,Clear,Snow,Daylight
ACC-001036,2024-03-14T04:55:03.726207,41.80277108634587,-87.5503910234526,3,1,1,Clear,Dry,Dark
ACC-001037,2023-09-18T08:39:34.726207,41.87872606636958,-87.52325209282947,5,1,2,Rain,Ice,Daylight
ACC-001038,2024-08-23T00:27:36.726207,41.96263403584894,-87.5697622809821,2,1,4,Clear,Dry,Dark
ACC-001039,2024-12-26T01:02:04.726207,41.85448264925139,-87.69420604095187,5,3,4,Clear,Dry,Dark
ACC-001040,2023-05-25T03:38:10.726207,41.81204170645439,-87.61111876661191,2,0,1,Clear,Dry,Dark
ACC-001041,2024-12-09T17:08:35.726207,41.88740588704434,-87.66245848171403,4,2,1,Clear,Unknown,Daylight
ACC-001042,2023-08-13T19:03:20.726207,41.894250707733946,-87.68442135879889,4,2,4,Clear,Wet,Dark
ACC-001043,2023-04-20T12:32:31.726207,41.88231909519707,-87.64204554031454,3,2,3,Cloudy,Dry,Daylight
ACC-001044,2025-01-15T17:14:31.726207,41.87038419423559,-87.61354052360903,3,2,3,Clear,Dry,Daylight
ACC-001045,2024-12-19T00:16:45.726207,41.855460206278906,-87.51418505554491,3,0,1,Rain,Wet,Dark
ACC-001046,2023-05-09T18:03:31.726207,41.7973334526796,-87.59980701914427,2,0,4,Rain,Dry,Daylight
ACC-001047,2023-10-16T07:42:15.726207,41.84267347668786,-87.71175198798184,4,0,3,Rain,Dry,Daylight
ACC-001048,2024-02-05T18:52:03.726207,41.81844994193758,-87.57051524943961,2,1,4,Unknown,Dry,Daylight
ACC-001049,2023-05-29T15:14:30.726207,41.920226774096754,-87.7393524489945,3,0,2,Clear,Dry,Daylight
ACC-001050,2024-05-17T02:58:59.726207,41.85380068994255,-87.62977491789255,4,1,1,Fog,Dry,Dark
ACC-001051,2024-03-27T00:14:54.726207,41.912789164594,-87.64201288267667,3,2,2,Snow,Dry,Dark
ACC-001052,2024-06-14T12:32:19.726207,41.8309037725186,-87.56229024232289,5,1,4,Clear,Dry,Daylight
ACC-001053,2024-03-26T14:32:19.726207,41.962660754096056,-87.5939900816329,4,1,1,Clear,Dry,Daylight
ACC-001054,2024-04-16T19:00:28.726207,41.87163800606,-87.64449506347376,4,2,3,Cloudy,Dry,Dark
ACC-001055,2025-04-04T17:14:25.726207,41.94871648954134,-87.70798202660553,3,2,1,Rain,Dry,Daylight
ACC-001056,2024-06-09T14:30:02.726207,41.85186615957295,-87.53926592120189,4,3,4,Cloudy,Dry,Daylight
ACC-001057,2023-05-05T21:27:42.726207,41.96125849680233,-87.56074134872036,3,0,3,Rain,Dry,Dark
ACC-001058,2024-10-21T01:06:14.726207,41.945375929510966,-87.71885614762738,2,1,4,Clear,Dry,Dark
ACC-001059,2024-04-02T05:02:26.726207,41.86675518512225,-87.74041513220078,4,1,2,Cloudy,Slush,Dark
ACC-001060,2025-03-17T14:04:34.726207,41.842447437541445,-87.70421709712238,4,1,4,Clear,Dry,Daylight
ACC-001061,2024-10-27T06:24:35.726207,41.843444123168226,-87.570693946903,4,1,1,Rain,Dry,Daylight
ACC-001062,2023-12-23T04:51:11.726207,41.799492984462155,-87.53993860126533,2,0,4,Cloudy,Dry,Dark
ACC-001063,2023-12-12T07:11:31.726207,41.867699601003444,-87.58746649242799,2,1,3,Clear,Wet,Daylight
ACC-001064,2024-04-04T17:13:58.726207,41.87253620280008,-87.74552268803966,4,2,3,Fog,Slush,Daylight
ACC-001065,2024-08-06T04:22:24.726207,41.88663645651182,-87.67319793994054,3,0,2,Clear,Dry,Dark
ACC-001066,2024-04-04T08:41:21.726207,41.920626693848845,-87.61215524196491,5,1,1,Cloudy,Slush,Daylight
ACC-001067,2024-03-20T20:04:37.726207,41.95146072904996,-87.67199111466373,3,1,3,Clear,Dry,Dark
ACC-001068,2024-02-21T16:46:38.726207,41.791347731795916,-87.72726797726662,1,0,1,Unknown,Dry,Daylight
ACC-001069,2023-10-09T09:10:49.726207,41.83315310708051,-87.5548278619496,2,1,4,Clear,Dry,Daylight
ACC-001070,2024-06-06T19:03:32.726207,41.81630276911389,-87.73505977755052,4,1,4,Clear,Dry,Dark
ACC-001071,2024-01-18T21:30:51.726207,41.917980512263334,-87.6214987023423,4,3,2,Snow,Dry,Dark
ACC-001072,2023-07-07T03:14:34.726207,41.831415953621594,-87.63648713414743,2,1,4,Clear,Wet,Dark
ACC-001073,2023-10-22T03:35:08.726207,41.91660050623674,-87.68087444502754,3,1,2,Clear,Dry,Dark
ACC-001074,2023-04-28T08:41:20.726207,41.85912606314818,-87.51928577526462,4,0,2,Clear,Dry,Daylight
ACC-001075,2024-05-05T10:07:38.726207,41.92446992851898,-87.53399564723915,4,1,3,Rain,Dry,Daylight
ACC-001076,2023-05-29T04:23:44.726207,41.905240585714736,-87.55888848541248,4,0,3,Cloudy,Dry,Dark
ACC-001077,2024-03-14T14:54:58.726207,41.923206746284926,-87.51648185743682,2,0,4,Rain,Dry,Daylight
ACC-001078,2023-07-18T06:41:54.726207,41.84682053359371,-87.55155032560103,5,2,3,Fog,Dry,Daylight
ACC-001079,2023-09-08T06:13:13.726207,41.922005217109195,-87.53240151161077,2,0,2,Rain,Dry,Daylight
ACC-001080,2025-03-08T03:43:38.726207,41.93540904439452,-87.55850171407305,2,1,4,Clear,Dry,Dark
ACC-001081,2025-03-13T10:55:33.726207,41.950530275388715,-87.53685624039427,4,1,2,Clear,Dry,Daylight
ACC-001082,2025-01-12T16:56:44.726207,41.876589122928216,-87.52988156553475,5,3,3,Clear,Dry,Daylight
ACC-001083,2024-06-13T01:34:57.726207,41.891944588807,-87.61439352400149,4,1,2,Rain,Unknown,Dark
ACC-001084,2023-05-21T04:30:48.726207,41.86873125519374,-87.64970838258219,2,0,3,Clear,Wet,Dark
ACC-001085,2025-01-26T16:01:06.726207,41.8332815295015,-87.74641705860085,3,1,4,Cloudy,Dry,Daylight
ACC-001086,2025-01-03T14:56:04.726207,41.96306652929528,-87.57769732953165,4,3,2,Clear,Snow,Daylight
ACC-001087,2025-03-18T03:46:59.726207,41.78928333850397,-87.52513931958595,5,3,4,Cloudy,Slush,Dark
ACC-001088,2024-05-25T20:03:18.726207,41.9357666598984,-87.5220955228501,2,1,3,Clear,Dry,Dark
ACC-001089,2023-06-17T04:04:58.726207,41.94780099880075,-87.73083982104836,4,1,1,Clear,Dry,Dark
ACC-001090,2023-07-09T13:00:45.726207,41.88427563367819,-87.55643913135405,3,1,1,Rain,Dry,Daylight
ACC-001091,2024-04-25T00:19:05.726207,41.89345397526468,-87.61786171288281,3,1,1,Unknown,Dry,Dark
ACC-001092,2024-01-08T13:23:09.726207,41.81647399825426,-87.73311255381013,2,0,3,Snow,Dry,Daylight
ACC-001093,2024-10-28T19:10:05.726207,41.8898354160728,-87.67636091465315,3,2,1,Cloudy,Wet,Dark
ACC-001094,2024-10-30T16:33:44.726207,41.89787120897032,-87.70503118577632,1,0,4,Clear,Unknown,Daylight
ACC-001095,2024-03-31T16:09:15.726207,41.92164774049032,-87.5436312149635,2,1,3,Cloudy,Slush,Daylight
ACC-001096,2023-09-04T09:12:52.726207,41.86102933287901,-87.62644778685602,3,2,2,Snow,Dry,Daylight
ACC-001097,2024-08-19T04:24:24.726207,41.91867951911872,-87.65419823975186,4,2,1,Clear,Dry,Dark
ACC-001098,2024-08-04T06:30:20.726207,41.83421732722698,-87.55380531383841,3,2,2,Fog,Dry,Daylight
ACC-001099,2023-08-11T20:50:58.726207,41.93618260920437,-87.68819071257404,2,0,2,Clear,Dry,Dark
ACC-001100,2024-08-05T03:28:37.726207,41.883180525199336,-87.70498741134291,2,0,2,Unknown,Dry,Dark
ACC-001101,2025-01-17T13:39:01.726207,41.85314753150316,-87.70606570636112,5,4,4,Clear,Dry,Daylight
ACC-001102,2023-12-22T18:23:32.726207,41.92966677316323,-87.74964087915647,5,1,1,Rain,Ice,Daylight
ACC-001103,2023-05-16T04:00:48.726207,41.89624403320812,-87.63914048533732,3,1,2,Rain,Ice,Dark
ACC-001104,2024-10-31T01:58:40.726207,41.95944500250648,-87.61188957240302,2,1,1,Clear,Dry,Dark
ACC-001105,2024-10-23T17:06:26.726207,41.96623710997458,-87.70001609750007,2,1,3,Clear,Snow,Daylight
ACC-001106,2024-08-02T05:16:13.726207,41.884812031398766,-87.6343264243585,5,4,1,Clear,Ice,Dark
ACC-001107,2025-02-10T19:37:12.726207,41.792139726772604,-87.7495093650737,2,0,2,Clear,Dry,Dark
ACC-001108,2023-11-27T13:59:47.726207,41.86750675040988,-87.65069465699827,2,1,4,Rain,Wet,Daylight
ACC-001109,2024-01-26T14:33:13.726207,41.80604470605396,-87.54355754785124,5,2,1,Clear,Dry,Daylight
ACC-001110,2024-12-24T03:44:09.726207,41.90512849158767,-87.51929588437314,4,1,3,Clear,Dry,Dark
ACC-001111,2025-02-26T17:27:26.726207,41.96187286426421,-87.51518203131002,1,0,1,Clear,Dry,Daylight
ACC-001112,2023-09-20T19:14:21.726207,41.9086741694595,-87.54218850425643,5,1,4,Clear,Dry,Dark
ACC-001113,2024-04-04T01:28:58.726207,41.832816079721006,-87.71371650336303,3,1,4,Fog,Snow,Dark
ACC-001114,2025-03-08T22:52:06.726207,41.85053873994617,-87.64082082773069,5,3,4,Snow,Slush,Dark
ACC-001115,2024-05-17T02:59:40.726207,41.811399263690305,-87.585302575874,4,0,4,Rain,Dry,Dark
ACC-001116,2024-04-20T15:56:51.726207,41.87768592579193,-87.59148032954107,3,0,2,Clear,Dry,Daylight
ACC-001117,2025-03-24T13:54:30.726207,41.81433163262365,-87.74241227868872,2,0,1,Cloudy,Snow,Daylight
ACC-001118,2024-12-11T01:44:53.726207,41.936207600698005,-87.6262827003724,4,1,3,Clear,Dry,Dark
ACC-001119,2024-01-02T22:49:29.726207,41.909501719248695,-87.58323268393534,4,1,4,Rain,Dry,Dark
ACC-001120,2023-04-20T07:25:49.726207,41.95798001344817,-87.55667850139432,5,0,3,Rain,Wet,Daylight
ACC-001121,2024-09-06T23:18:45.726207,41.92245427462847,-87.5113289425411,5,2,2,Clear,Slush,Dark
ACC-001122,2023-12-27T08:09:57.726207,41.903458539632425,-87.5977643567997,3,2,2,Clear,Dry,Daylight
ACC-001123,2024-12-31T10:11:47.726207,41.89498552709233,-87.72100037400602,5,1,4,Rain,Dry,Daylight
ACC-001124,2024-01-05T20:16:12.726207,41.85341710070035,-87.64228106707421,4,1,2,Clear,Snow,Dark
ACC-001125,2024-10-31T14:08:35.726207,41.913194896023185,-87.56150708944597,4,2,2,Clear,Wet,Daylight
ACC-001126,2023-09-06T07:38:39.726207,41.80989159947946,-87.66367173353458,3,0,4,Clear,Dry,Daylight
ACC-001127,2023-04-29T20:40:15.726207,41.95066765441445,-87.56543489393763,2,0,3,Unknown,Wet,Dark
ACC-001128,2023-05-11T20:21:44.726207,41.7916620334279,-87.72878372139456,4,3,1,Clear,Slush,Dark
ACC-001129,2023-08-27T19:53:18.726207,41.91190552037909,-87.62663458541611,2,1,4,Clear,Dry,Dark
ACC-001130,2025-02-09T10:07:44.726207,41.84125857381845,-87.54870395176563,3,0,1,Clear,Dry,Daylight
ACC-001131,2023-11-23T05:43:28.726207,41.82677376793819,-87.53966285655112,4,1,1,Clear,Wet,Dark
ACC-001132,2024-03-17T20:45:42.726207,41.9476358838115,-87.67789802431818,2,1,1,Clear,Dry,Dark
ACC-001133,2023-09-07T02:28:36.726207,41.89176686101614,-87.63252845904668,5,1,1,Clear,Dry,Dark
ACC-001134,2023-12-16T23:27:32.726207,41.913700871469125,-87.67135834021651,4,3,2,Rain,Dry,Dark
ACC-001135,2023-11-21T09:23:59.726207,41.8867805647727,-87.60015174277818,3,0,4,Snow,Wet,Daylight
ACC-001136,2023-08-02T05:56:51.726207,41.953108062963004,-87.676695694794,4,1,4,Clear,Snow,Dark
ACC-001137,2024-09-26T17:22:14.726207,41.84735071781979,-87.63709709221669,1,0,4,Clear,Wet,Daylight
ACC-001138,2023-06-19T11:18:57.726207,41.87914666342235,-87.60708908871405,5,3,4,Clear,Dry,Daylight
ACC-001139,2024-05-09T01:08:22.726207,41.819451434801984,-87.73651129215384,4,0,2,Cloudy,Dry,Dark
ACC-001140,2023-10-02T05:12:38.726207,41.855978512572264,-87.53375131029209,2,1,2,Clear,Dry,Dark
ACC-001141,2023-10-21T10:00:11.726207,41.850115156559966,-87.67908315652217,3,1,3,Fog,Dry,Daylight
ACC-001142,2023-05-18T05:22:38.726207,41.954037767861735,-87.6975432239782,2,1,3,Clear,Dry,Dark
ACC-001143,2024-01-11T21:56:26.726207,41.819654413931694,-87.72698658285425,2,0,1,Clear,Dry,Dark
ACC-001144,2024-04-04T22:50:16.726207,41.83330578959476,-87.7203939532139,2,0,4,Clear,Wet,Dark
ACC-001145,2023-12-11T11:12:41.726207,41.859313318444215,-87.52807102219195,4,3,3,Clear,Slush,Daylight
ACC-001146,2023-04-26T17:06:09.726207,41.81516589234008,-87.67273988496538,2,0,2,Clear,Dry,Daylight
ACC-001147,2024-06-21T02:00:03.726207,41.95274565985556,-87.66894154528012,4,2,2,Clear,Dry,Dark
ACC-001148,2024-11-01T18:10:14.726207,41.849491391570254,-87.54765423865024,1,0,2,Cloudy,Dry,Daylight
ACC-001149,2023-05-31T12:13:09.726207,41.8140814936574,-87.58223542591365,2,1,4,Cloudy,Wet,Daylight
ACC-001150,2024-11-02T23:41:25.726207,41.826189710911024,-87.63696245351058,3,0,1,Clear,Dry,Dark
ACC-001151,2024-09-06T08:50:32.726207,41.93029868948166,-87.6246687117988,4,2,4,Clear,Dry,Daylight
ACC-001152,2024-02-27T22:48:09.726207,41.85659345188316,-87.5671307712423,4,2,4,Clear,Dry,Dark
ACC-001153,2024-01-04T02:49:27.726207,41.85645290493143,-87.68796450672689,5,2,3,Fog,Wet,Dark
ACC-001154,2024-01-13T01:24:45.726207,41.89648980867711,-87.5739840951302,4,0,3,Clear,Dry,Dark
ACC-001155,2025-02-04T10:29:48.726207,41.88233883322691,-87.52395240875894,4,1,2,Rain,Dry,Daylight
ACC-001156,2023-07-01T06:02:58.726207,41.96423584073067,-87.53294502784604,3,1,3,Clear,Wet,Daylight
ACC-001157,2023-08-26T02:23:14.726207,41.80825106312772,-87.68159030369635,5,3,2,Clear,Dry,Dark
ACC-001158,2024-03-20T06:15:24.726207,41.812370135011186,-87.56370684182096,5,4,2,Rain,Slush,Daylight
ACC-001159,2024-03-21T17:03:35.726207,41.93635861821965,-87.74016542545971,4,0,1,Clear,Dry,Daylight
ACC-001160,2024-07-16T03:51:06.726207,41.91808232548377,-87.58765859926677,4,2,2,Clear,Ice,Dark
ACC-001161,2024-05-31T03:37:54.726207,41.795933228723285,-87.71979115015934,5,2,3,Clear,Dry,Dark
ACC-001162,2024-10-24T08:51:53.726207,41.87588227301356,-87.6556913871963,4,0,3,Rain,Snow,Daylight
ACC-001163,2024-09-05T07:08:20.726207,41.83240768833824,-87.72630921098502,2,0,1,Cloudy,Wet,Daylight
ACC-001164,2024-11-12T15:06:20.726207,41.86333597665319,-87.62714882766842,2,1,3,Unknown,Dry,Daylight
ACC-001165,2025-04-13T10:00:44.726207,41.81045286324464,-87.52232169163946,1,0,3,Clear,Dry,Daylight
ACC-001166,2024-03-05T15:54:16.726207,41.891273481370916,-87.57247317071894,3,0,4,Clear,Dry,Daylight
ACC-001167,2024-04-23T11:49:49.726207,41.81440944523774,-87.52715077331179,5,1,1,Clear,Snow,Daylight
ACC-001168,2023-07-07T19:05:20.726207,41.83258626692667,-87.5895752162388,5,1,4,Clear,Dry,Dark
ACC-001169,2024-05-27T14:02:53.726207,41.939078276612186,-87.69416298869682,5,1,4,Clear,Dry,Daylight
ACC-001170,2023-10-20T18:16:12.726207,41.811194593932164,-87.63161985383978,5,3,2,Clear,Dry,Daylight
ACC-001171,2023-10-09T08:07:05.726207,41.82874476612641,-87.62469326795097,5,4,1,Clear,Unknown,Daylight
ACC-001172,2024-11-04T23:41:13.726207,41.959788153265706,-87.73575061997168,3,0,4,Rain,Wet,Dark
ACC-001173,2025-01-24T19:14:38.726207,41.909707168550085,-87.63017139697119,3,0,1,Clear,Dry,Dark
ACC-001174,2024-06-01T17:30:13.726207,41.80478329940629,-87.73698914563994,5,2,3,Clear,Dry,Daylight
ACC-001175,2023-10-28T12:50:03.726207,41.86648603089583,-87.73224313418211,4,1,3,Clear,Slush,Daylight
ACC-001176,2023-08-30T14:31:42.726207,41.85153510641065,-87.52228985689601,3,1,3,Rain,Snow,Daylight
ACC-001177,2024-02-14T02:06:55.726207,41.92752831765155,-87.66631815505133,3,2,4,Clear,Dry,Dark
ACC-001178,2023-09-30T00:46:50.726207,41.93705272432704,-87.63048496656776,2,0,4,Clear,Dry,Dark
ACC-001179,2023-06-22T02:55:07.726207,41.79789977351131,-87.51871728920351,4,2,2,Rain,Wet,Dark
ACC-001180,2025-04-06T05:02:29.726207,41.933767833436306,-87.5196903965679,4,2,3,Clear,Dry,Dark
ACC-001181,2024-10-13T13:37:39.726207,41.85095592218733,-87.7303149228008,5,4,2,Fog,Dry,Daylight
ACC-001182,2024-08-04T06:46:26.726207,41.84815074338608,-87.72408908936006,5,2,2,Clear,Dry,Daylight
ACC-001183,2023-08-10T18:00:37.726207,41.790875417933,-87.7042343132815,1,0,2,Clear,Dry,Daylight
ACC-001184,2025-04-02T09:28:38.726207,41.91410912449279,-87.51406242194064,3,0,1,Clear,Dry,Daylight
ACC-001185,2024-02-25T13:40:57.726207,41.8961362359372,-87.6396837357213,4,3,3,Clear,Dry,Daylight
ACC-001186,2023-10-04T05:23:18.726207,41.86654734451026,-87.53547325831066,3,2,3,Rain,Dry,Dark
ACC-001187,2024-11-05T21:22:39.726207,41.83376818455363,-87.56738572219375,3,2,1,Rain,Snow,Dark
ACC-001188,2023-11-20T22:36:43.726207,41.80810359248066,-87.55449299061992,3,1,3,Clear,Snow,Dark
ACC-001189,2025-01-28T06:29:10.726207,41.95338398800029,-87.6940158221723,5,3,4,Rain,Dry,Daylight
ACC-001190,2023-08-02T03:42:19.726207,41.93510291193182,-87.67320415784837,3,0,1,Clear,Dry,Dark
ACC-001191,2024-08-05T18:58:08.726207,41.948017539902686,-87.58691791580875,1,0,3,Cloudy,Dry,Daylight
ACC-001192,2025-01-12T21:03:33.726207,41.86341378549187,-87.65970834008094,2,0,3,Clear,Dry,Dark
ACC-001193,2023-07-10T23:52:54.726207,41.82533203571521,-87.70424751206392,3,1,3,Clear,Dry,Dark
ACC-001194,2024-05-13T00:55:45.726207,41.81571625334108,-87.65128736407496,4,2,3,Clear,Dry,Dark
ACC-001195,2024-05-08T05:58:19.726207,41.89113408792087,-87.71428726969349,4,1,2,Clear,Dry,Dark
ACC-001196,2025-02-23T09:42:52.726207,41.866171287641954,-87.73248010254744,4,1,1,Rain,Dry,Daylight
ACC-001197,2025-02-13T08:51:45.726207,41.7908483561657,-87.68802445938049,1,0,1,Clear,Slush,Daylight
ACC-001198,2023-11-26T10:22:29.726207,41.89342355792395,-87.51588553240256,1,0,4,Clear,Dry,Daylight
ACC-001199,2023-07-02T13:48:20.726207,41.842962540815556,-87.5459646927816,5,2,4,Clear,Dry,Daylight
ACC-001200,2023-09-20T16:14:39.726207,41.93270021605361,-87.59582272144263,5,4,2,Rain,Dry,Daylight
ACC-001201,2025-03-28T02:56:48.726207,41.917808892647145,-87.63941147724957,5,2,2,Clear,Dry,Dark
ACC-001202,2024-02-14T01:54:58.726207,41.85440298335865,-87.56241260056377,5,1,3,Clear,Dry,Dark
ACC-001203,2024-11-21T05:21:58.726207,41.79746076889727,-87.59394471516627,5,0,4,Cloudy,Dry,Dark
ACC-001204,2024-10-07T09:29:21.726207,41.78970729747168,-87.60226670643283,5,0,2,Clear,Dry,Daylight
ACC-001205,2025-04-09T04:19:24.726207,41.80632636838813,-87.53903715461965,2,0,1,Clear,Dry,Dark
ACC-001206,2024-05-29T11:39:08.726207,41.8986415100367,-87.5771732526246,4,3,2,Clear,Wet,Daylight
ACC-001207,2024-03-06T18:08:02.726207,41.96444696928582,-87.59841020444972,1,0,2,Clear,Dry,Daylight
ACC-001208,2023-09-24T17:35:16.726207,41.83405213272645,-87.53828608806272,5,3,1,Cloudy,Dry,Daylight
ACC-001209,2024-05-11T08:06:45.726207,41.88946088601724,-87.67940166805298,4,1,4,Rain,Wet,Daylight
ACC-001210,2024-02-19T13:41:05.726207,41.94210576007756,-87.61684652893153,5,4,3,Fog,Dry,Daylight
ACC-001211,2024-12-14T17:33:54.726207,41.88002064518877,-87.6816030880698,4,1,3,Rain,Dry,Daylight
ACC-001212,2025-01-23T04:13:52.726207,41.92831671925226,-87.51587665260247,2,0,4,Clear,Dry,Dark
ACC-001213,2024-11-19T01:28:03.726207,41.8025937616963,-87.69135628017125,5,2,1,Rain,Wet,Dark
ACC-001214,2024-03-31T10:17:07.726207,41.88705383858354,-87.64318077016948,5,1,3,Clear,Dry,Daylight
ACC-001215,2024-12-29T22:03:36.726207,41.863073753149564,-87.73849689274252,5,2,2,Clear,Dry,Dark
ACC-001216,2024-05-03T06:23:30.726207,41.95465988506455,-87.66016003331792,3,1,2,Clear,Dry,Daylight
ACC-001217,2024-06-02T21:17:22.726207,41.84545225598343,-87.65385981966043,2,0,4,Clear,Snow,Dark
